compound,flashpoint,pure substance,smiles,source,is_silicon
PhenethylDimethylChloroSilane,343.15,1,C[Si](C)(Cl)CCc1ccccc1,le15,1
"1,3dichloroTetramethylDisiloxane",288.15,1,C[Si](C)(Cl)O[Si](C)(C)Cl,le15,1
CyclopentylTrichloroSilane,350.15,1,Cl[Si](Cl)(Cl)C1CCCC1,le15,1
AllylTriethoxySilane,320.15,1,C=CC[Si](OCC)(OCC)OCC,le15,1
PhenylEthylDichloroSilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,le15,1
3chloro2methylpropylMethylDichloroSilane,363.15,1,CC(CCl)C[Si](C)(Cl)Cl,le15,1
secAmylTrichloroSilane,303.15,1,CCCC(C)[Si](Cl)(Cl)Cl,le15,1
HexylTrimethoxySilane,335.15,1,CCCCCC[Si](OC)(OC)OC,le15,1
TetraethoxySilane,323.15,1,CCO[Si](OCC)(OCC)OCC,le15,1
HexamethylTrisiloxane,293.15,1,C[Si](C)(C)O[SiH2]O[Si](C)(C)C,le15,1
PhenylMethylDiethoxySilane,362.15,1,CCO[SiH](Cc1ccccc1)OCC,le15,1
PhenylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)c1ccccc1,le15,1
ChloromethylTriethoxySilane,320.15,1,CCO[Si](CCl)(OCC)OCC,le15,1
AllylPhenylDichloroSilane,349.15,1,C=CC[Si](Cl)(Cl)c1ccccc1,le15,1
2cyanoethylTriethoxySilane,359.15,1,CCO[Si](CCC#N)(OCC)OCC,le15,1
1hexenylTrichloroSilane,333.15,1,CCCCC=C[Si](Cl)(Cl)Cl,le15,1
CyclohexylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)C1CCCCC1,le15,1
PhenethylMethylDichloroSilane,353.15,1,Cl[SiH](Cl)CCCc1ccccc1,le15,1
MethylTriacetoxySilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,le15,1
AminoethylAminopropylTrimethoxySilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,le15,1
TetramethylDiethoxySiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,le15,1
HexamethylCycloTrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
HeptamethylTrisiloxane,296.15,1,C[SiH](C)O[Si](C)(C)O[Si](C)(C)C,le15,1
BenzylTrichloroSilane,360.15,1,Cl[Si](Cl)(Cl)Cc1ccccc1,le15,1
VinylTriacetoxySilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,le15,1
OctamethylTrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
PhenethylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,le15,1
PhenylTriethoxySilane,369.15,1,CCO[Si](OCC)(OCC)c1ccccc1,le15,1
3chloropropylTriethoxySilane,335.15,1,CCO[Si](CCCCl)(OCC)OCC,le15,1
2bromoethyltrichlorosilane,313.15,1,Cl[Si](Cl)(Cl)CCBr,le15,1
3bromopropylTrimethoxySilane,355.15,1,CO[Si](CCCBr)(OC)OC,le15,1
HexaethylDisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,le15,1
3methacryloxyPropylTrimethoxySilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,le15,1
3bromopropyltrichlorosilane,361.15,1,Cl[Si](Cl)(Cl)CCCBr,le15,1
TrisTrimethylSiloxyMethylSilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,le15,1
OctamethylCyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,le15,1
OctamethylCyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
PropylTrisdimethylsiloxySilane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15,1
DecamethylTetraSiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
"1,2dibromoethyltrichlorosilane",338.15,1,Cl[Si](Cl)(Cl)C(Br)CBr,le15,1
TetrakisDimethylsiloxySilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15,1
1chlorononamethylTetrasiloxane,347.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,le15,1
DecamethylCyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
DodecamethylPentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
DodecamethylCyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
tetraethyltin,326,1,CC[Sn](CC)(CC)CC,katritzky07,0
Methyltrichlorosilane,276.15,1,C[Si](Cl)(Cl)Cl,wang11,1
Vinyltrichlorosilane,294.15,1,C=C[Si](Cl)(Cl)Cl,wang11,1
Dichloromethylmethyldichlorosilane,301.15,1,C[Si](Cl)(Cl)C(Cl)Cl,wang11,1
Ethyltrichlorosilane,263.15,1,CC[Si](Cl)(Cl)Cl,wang11,1
Dimethylchlorosilane,245.15,1,C[SiH](C)Cl,wang11,1
Ethylsilane,213.15,1,CC[SiH3],wang11,1
"1,1,1-Trifluoropropyltrichlorosilane",288.15,1,CC(C(F)(F)F)[Si](Cl)(Cl)Cl,wang11,1
Allyltrichlorosilane,304.15,1,C=CC[Si](Cl)(Cl)Cl,wang11,1
Methylvinyldichlorosilane,272.15,1,CC=C[SiH](Cl)Cl,wang11,1
3-Chloropropyltrichlorosilane,357.15,1,ClCCC[Si](Cl)(Cl)Cl,wang11,1
n-Propyltrichlorosilane,310.15,1,CCC[Si](Cl)(Cl)Cl,wang11,1
Chloromethyldimethylchlorosilane,295.15,1,C[Si](C)(Cl)CCl,wang11,1
Trimethylbromosilane,270.15,1,C[Si](C)(C)Br,wang11,1
Trimethylchlorosilane,255.15,1,C[Si](C)(C)Cl,wang11,1
Trimethylfluorosilane,238.15,1,C[Si](C)(C)F,wang11,1
Trimethoxysilane,264.15,1,CO[SiH](OC)OC,wang11,1
Cyanoethylmethyldichlorosilane,333.15,1,C[Si](Cl)(Cl)CCC#N,wang11,1
Allylmethyldichlorosilane,300.15,1,C=CCC[SiH](Cl)Cl,wang11,1
3-Chloropropylmethyldichlorosilane,359.15,1,C[Si](Cl)(Cl)CCCCl,wang11,1
 t-Butyltrichlorosilane,294.15,1,CC(C)(C)[Si](Cl)(Cl)Cl,wang11,1
 Isobutyltrichlorosilane,310.15,1,CC(C)C[Si](Cl)(Cl)Cl,wang11,1
 n-Butyltrichlorosilane,327.15,1,CCCC[Si](Cl)(Cl)Cl,wang11,1
 Trimethylsilylisothiocyanate,308.15,1,C[Si](C)(C)N=C=S,wang11,1
 n-Propylmethyldichlorosilane,300.15,1,CCC[Si](C)(Cl)Cl,wang11,1
 Bromomethyltrimethylsilane,289.15,1,C[Si](C)(C)CBr,wang11,1
 Ethyldimethylchlorosilane,269.15,1,CC[Si](C)(C)Cl,wang11,1
 Methoxytrimethylsilane,243.15,1,CO[Si](C)(C)C,wang11,1
 Dimethyldimethoxysilane,265.15,1,CO[Si](C)(C)OC,wang11,1
 Methyltrimethoxysilane,284.15,1,CO[Si](C)(OC)OC,wang11,1
 Tetramethoxysilane,294.15,1,CO[Si](OC)(OC)OC,wang11,1
 Tetramethylsilane,245.15,1,C[Si](C)(C)C,wang11,1
 Diethylsilane,253.15,1,CC[SiH2]CC,wang11,1
" (N,N-Dimethylamino)dimethylsilane",260.15,1,CN(C)[SiH](C)C,wang11,1
 Tetraisocyanatosilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,wang11,1
 Cyclopentyltrichlorosilane,350.15,1,Cl[Si](Cl)(Cl)C1CCCC1,wang11,1
 Trimethylsilyltrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,wang11,1
 Cyclopentyldichlorosilane,316.15,1,Cl[SiH](Cl)C1CCCC1,wang11,1
3-Chloro-2-methylpropylmethyldichlorosilane,363.15,1,CC(CCl)C[Si](C)(Cl)Cl,wang11,1
 Methylvinyldimethoxysilane,277.15,1,CC=C[SiH](OC)OC,wang11,1
 Vinyltrimethoxysilane,296.15,1,C=C[Si](OC)(OC)OC,wang11,1
 Trimethylvinylsilane,239.15,1,CC(C)=C(C)[SiH3],wang11,1
 Diethylmethylchlorosilane,288.15,1,CC[Si](C)(Cl)CC,wang11,1
 Chloromethyldimethylethoxysilane,299.15,1,CCO[Si](C)(C)CCl,wang11,1
 Ethoxytrimethylsilane,246.15,1,CCO[Si](C)(C)C,wang11,1
 Ethyltrimethoxysilane,300.15,1,CC[Si](OC)(OC)OC,wang11,1
" (N,N-Dimethylamino)trimethylsilane",254.15,1,CN(C)[Si](C)(C)C,wang11,1
 Pentamethyldisiloxane,254.15,1,C[SiH](C)O[Si](C)(C)C,wang11,1
Phenyldichlorosilane,333.15,1,Cl[SiH](Cl)c1ccccc1,wang11,1
Phenylsilane,281.15,1,[SiH3]c1ccccc1,wang11,1
1-Hexenyltrichlorosilane,333.15,1,CCCCC=C[Si](Cl)(Cl)Cl,wang11,1
Cyclohexyltrichlorosilane,358.15,1,Cl[Si](Cl)(Cl)C1CCCCC1,wang11,1
Bis(chloromethyl)tetramethyldisiloxane,346.15,1,C[Si](C)(C)O[Si](C)(CCl)CCl,wang11,1
Propargyloxytrimethylsilane,300.15,1,C#CCO[Si](C)(C)C,wang11,1
Divinyldimethylsilane,281.15,1,C=C[Si](C)(C)C=C,wang11,1
n-Hexyltrichlorosilane,358.15,1,CCCCCC[Si](Cl)(Cl)Cl,wang11,1
Hexyldichlorosilane,337.15,1,CCCCCC[SiH](Cl)Cl,wang11,1
"1,1-Dimethyl-1-sila-2-oxacyclohexane",287.15,1,C[Si]1(C)CCCCO1,wang11,1
Acetoxymethyltrimethylsilane,293.15,1,CC(=O)OC[Si](C)(C)C,wang11,1
Allyltrimethylsilane,280.15,1,C=CC[Si](C)(C)C,wang11,1
Triethylchlorosilane,303.15,1,CC[Si](Cl)(CC)CC,wang11,1
t-Butyldimethylchlorosilane,295.15,1,CC(C)(C)[Si](C)(C)Cl,wang11,1
3-Chloropropylmethyldimethoxysilane,318.15,1,CO[Si](C)(CCCCl)OC,wang11,1
Trimethyl-n-propoxysilane,283.15,1,CCCO[Si](C)(C)C,wang11,1
t-Butyldimethylsilanol,318.15,1,CC(C)(C)[Si](C)(C)O,wang11,1
Dimethyldiethoxysilane,284.15,1,CCO[Si](C)(C)OCC,wang11,1
Triethylsilane,270.15,1,CC[SiH](CC)CC,wang11,1
Hexylsilane,285.15,1,CCCCCC[SiH3],wang11,1
t-Butyldimethylsilane,251.15,1,C[SiH](C)C(C)(C)C,wang11,1
Bis(dimethylamino)dimethylsilane,266.15,1,CN(C)[Si](C)(C)N(C)C,wang11,1
Hexamethylcyclotrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,wang11,1
Hexamethyldisilthiane,299.15,1,C[Si](C)(C)S[Si](C)(C)C,wang11,1
Hexamethyldisilazane,281.15,1,C[Si](C)(C)N[Si](C)(C)C,wang11,1
Tris(dimethylamino)silane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,wang11,1
Hexamethyltrisiloxane,293.15,1,C[Si](C)(C)O[SiH2]O[Si](C)(C)C,wang11,1
Phenylmethyldichlorosilane,340.15,1,Cl[SiH](Cl)Cc1ccccc1,wang11,1
Phenylmethylchlorosilane,355.15,1,Cl[SiH2]Cc1ccccc1,wang11,1
Methyltriacetoxysilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,wang11,1
Trivinylmethylsilane,288.15,1,C=CC([SiH3])(C=C)C=C,wang11,1
Cyclohexylmethyldichlorosilane,355.15,1,Cl[SiH](Cl)CC1CCCCC1,wang11,1
"1-(Trimethylsiloxy)-1,3-butadiene",298.15,1,C=CC=CO[Si](C)(C)C,wang11,1
2-Chloromethyl-3-trimethylsilyl-1-propene,316.15,1,C=C(CCl)C[Si](C)(C)C,wang11,1
n-Heptyltrichlorosilane,337.15,1,CCCCCCC[Si](Cl)(Cl)Cl,wang11,1
n-Hexylmethyldichlorosilane,358.15,1,CCCCCC[Si](C)(Cl)Cl,wang11,1
Vinylmethyldiethoxysilane,289.15,1,C=CC[SiH](OCC)OCC,wang11,1
N-(Trimethylsilyl)morpholine,300.15,1,C[Si](C)(C)N1CCOCC1,wang11,1
t-Butoxytrimethylsilane,287.15,1,CC(C)(C)O[Si](C)(C)C,wang11,1
Vinylpentamethyldisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,wang11,1
(1-Methoxy-2-propoxy)trimethylsilane,293.15,1,COCC(C)O[Si](C)(C)C,wang11,1
Methyltriethoxysilane,297.15,1,CCO[Si](C)(OCC)OCC,wang11,1
(Diethylamino)trimethylsilane,283.15,1,CCN(CC)[Si](C)(C)C,wang11,1
Bis(trimethylsilyl)methane,285.15,1,C[Si](C)(C)C[Si](C)(C)C,wang11,1
Heptamethyldisilazane,300.15,1,CN([Si](C)(C)C)[Si](C)(C)C,wang11,1
Phenylethyldichlorosilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,wang11,1
Tetravinylsilane,291.15,1,C=C[Si](C=C)(C=C)C=C,wang11,1
Phenyldimethylsilane,311.15,1,C[SiH](C)c1ccccc1,wang11,1
Cyclopentadienyltrimethylsilane,302.15,1,C[Si](C)(C)C1C=CC=C1,wang11,1
(Cyclopentenyloxy)trimethylsilane,311.15,1,C[Si](C)(C)OC1=CCCC1,wang11,1
"(2,4-Pentadienyl)trimethylsilane",291.15,1,C=CC=CC[Si](C)(C)C,wang11,1
n-Octyltrichlorosilane,369.15,1,CCCCCCCC[Si](Cl)(Cl)Cl,wang11,1
n-Heptylmethyldichlorosilane,339.15,1,CCCCCCC[Si](C)(Cl)Cl,wang11,1
Tetramethyldivinyldisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,wang11,1
Triethylacetoxysilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],wang11,1
Vinyltriethoxysilane,307.15,1,C=C[Si](OCC)(OCC)OCC,wang11,1
"1,3-Divinyltetramethyldisilazane",307.15,1,C=C[Si](C)(C)N[Si](C)(C)C=C,wang11,1
Diethyldiethoxysilane,316.15,1,CCO[Si](CC)(CC)OCC,wang11,1
Tetraethoxysilane,323.15,1,CCO[Si](OCC)(OCC)OCC,wang11,1
Tetraethylsilane,305.15,1,CC[Si](CC)(CC)CC,wang11,1
Aminoethylaminopropyltrimethoxysilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,wang11,1
Tetramethyldiethoxysiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,wang11,1
Octamethyltrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11,1
Octamethylcyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,wang11,1
Octamethylcyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,wang11,1
Tetrakisdimethylsiloxysilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,wang11,1
p-Chlorophenyltrimethylsilane,322.15,1,C[Si](C)(C)c1ccc(Cl)cc1,wang11,1
Phenyltrimethoxysilane,358.15,1,CO[Si](OC)(OC)c1ccccc1,wang11,1
Trimethylphenylsilane,313.15,1,C[Si](C)(C)c1ccccc1,wang11,1
Cyclohexylmethyldimethoxysilane,343.15,1,CO[SiH](CC1CCCCC1)OC,wang11,1
 Hexyltrimethoxysilane,335.15,1,CCCCCC[Si](OC)(OC)OC,wang11,1
Triisopropylsilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,wang11,1
Tri-n-propylsilane,316.15,1,CCC[SiH](CCC)CCC,wang11,1
 Propyltris(dimethylsiloxy)silane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,wang11,1
 Benzyltrimethylsilane,335.15,1,C[Si](C)(C)Cc1ccccc1,wang11,1
3-Methacryloxypropyltrimethoxysilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,wang11,1
1-Heptynyltrimethylsilane,315.15,1,CCCCCC#C[Si](C)(C)C,wang11,1
 n-Octyldimethylchlorosilane,370.15,1,CCCCCCCC[Si](C)(C)Cl,wang11,1
 Bis(diethylamino)dimethylsilane,308.15,1,CCN(CC)[Si](C)(C)N(CC)CC,wang11,1
 Decamethyltetrasiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11,1
 Decamethylcyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,wang11,1
"2-(3,4-epoxycyclohexyl)ethyltrimethoxysilane",419.15,1,CO[Si](CCC1CCC2OC2C1)(OC)OC,wang11,1
 n-Decylmethyldichlorosilane,393.15,1,CCCCCCCCCC[Si](C)(Cl)Cl,wang11,1
 Vinyltriethylsilane,318.15,1,C=C[Si](CC)(CC)CC,wang11,1
 Diphenyldichlorosilane,415.15,1,Cl[Si](Cl)(c1ccccc1)c1ccccc1,wang11,1
 Phenyltriethoxysilane,393.15,1,CCO[Si](OCC)(OCC)c1ccccc1,wang11,1
 Diphenylsilane,371.15,1,c1ccc([SiH2]c2ccccc2)cc1,wang11,1
 Tetramethyltetravinylcyclotetrasilane,385.15,1,C=C[Si]1(C)[Si](C)(C=C)[Si](C)(C=C)[Si]1(C)C=C,wang11,1
 n-Dodecyltrichlorosilane,435.15,1,CCCCCCCCCCCC[Si](Cl)(Cl)Cl,wang11,1
 Tetra-n-propoxysilane,368.15,1,CCCO[Si](OCCC)(OCCC)OCCC,wang11,1
 Hexaethyldisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,wang11,1
 Dodecamethylpentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11,1
 Dodecamethylcyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,wang11,1
Methyldiphenylchlorosilane,411.15,1,C[Si](Cl)(c1ccccc1)c1ccccc1,wang11,1
n-Dodecylmethyldichlorosilane,416.15,1,CCCCCCCCCCCC[Si](C)(Cl)Cl,wang11,1
Diphenyldimethoxysilane,394.15,1,CO[Si](OC)(c1ccccc1)c1ccccc1,wang11,1
Octyltriethoxysilane,373.15,1,CCCCCCCC[Si](OCC)(OCC)OCC,wang11,1
Tetradecamethylhexasiloxane,375.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11,1
Hexadecamethylheptasiloxane,406.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11,1
Octadecamethyloctasiloxane,417.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11,1
Vinyltris(methoxyethoxy)silane,353.15,1,C=C[Si](OCCOC)(OCCOC)OCCOC,wang11,1
Trimethyl(vinyloxy)silane,263.15,1,C=CO[Si](C)(C)C,wang11,1
Trichloro(3-cyanopropyl) Silane,365.15,1,N#CCCC[Si](Cl)(Cl)Cl,wang11,1
Trichloro(2-phenylethyl)silane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,wang11,1
"Chlorodimethyl(3,3,3-trifluoropropyl) silane",293.15,1,C[Si](C)(Cl)CCC(F)(F)F,wang11,1
Vinylmethylbis (trimethylsiloxy) silane,324.15,1,C=CC[SiH](O[Si](C)(C)C)O[Si](C)(C)C,wang11,1
Trichloro(Chloromethyl) silane,342.15,1,ClC[Si](Cl)(Cl)Cl,wang11,1
Dimethyl(pentafluorophenyl) silane,313.15,1,C[SiH](C)c1c(F)c(F)c(F)c(F)c1F,wang11,1
Trichloro(p-chlorophenyl)silane,397.05,1,Clc1ccc([Si](Cl)(Cl)Cl)cc1,wang11,1
Trisilane,273.15,1,[SiH3][SiH2][SiH3],wang11,1
Trichlorononylsilane,387.15,1,[SiH3]CCCCCCCCC(Cl)(Cl)Cl,wang11,1
Dichloroethylsilane,263.75,1,[SiH3]CC(Cl)Cl,wang11,1
Trichloro(dichlorophenyl)silane,419.15,1,Clc1cccc([Si](Cl)(Cl)Cl)c1Cl,wang11,1
Tris(trimethylsilyl)silane,328.15,1,C[Si](C)(C)[SiH]([Si](C)(C)C)[Si](C)(C)C,wang11,1
Tris(trimethylsiloxy)silane,323.15,1,C[Si](C)(C)O[SiH](O[Si](C)(C)C)O[Si](C)(C)C,wang11,1
Hexadecyltrichlorosilane,427.15,1,CCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl,wang11,1
Dichlorosilane,236.15,1,Cl[SiH2]Cl,wang11,1
Methyldichlorosilane,241.15,1,C[SiH](Cl)Cl,wang11,1
Iodotrimethylsilane,288.15,1,C[Si](C)(C)I,wang11,1
Dimethyldichlorosilane,257.15,1,C[Si](C)(Cl)Cl,wang11,1
Bromomethyldimethylchlorosilane,314.15,1,C[Si](C)(Cl)CBr,wang11,1
Trimethylsilane,204.15,1,C[SiH](C)C,wang11,1
 Dimethylvinylchlorosilane,268.15,1,CC(C)=C[SiH2]Cl,wang11,1
"1,3-Dichlorotetramethyldisiloxane",288.15,1,C[Si](C)(Cl)O[Si](C)(C)Cl,wang11,1
"1,1,3,3-Tetramethyldisiloxane",251.15,1,C[SiH](C)O[SiH](C)C,wang11,1
 Tetramethyldisilazane,284.15,1,CN([SiH3])[Si](C)(C)C,wang11,1
 Allyldimethylchlorosilane,278.15,1,C=CC[Si](C)(C)Cl,wang11,1
 sec-Amyltrichlorosilane,303.15,1,CCCC(C)[Si](Cl)(Cl)Cl,wang11,1
 n-Butylmethyldichlorosilane,303.15,1,CCCC[Si](C)(Cl)Cl,wang11,1
 Bis(dimethylamino)methylsilane,270.15,1,CN(C)C([SiH3])N(C)C,wang11,1
 Phenyltrichlorosilane,364.15,1,Cl[Si](Cl)(Cl)c1ccccc1,wang11,1
Dimethyldiacetoxysilane,310.15,1,CC(=O)O[Si](C)(C)OC(C)=O,wang11,1
1-Trimethylsilylpropyne,270.15,1,CC#C[Si](C)(C)C,wang11,1
Vinyldimethylethoxysilane,277.15,1,C=C[Si](C)(C)OCC,wang11,1
Allyloxytrimethylsilane,273.15,1,C=CCO[Si](C)(C)C,wang11,1
Allyltrimethoxysilane,319.15,1,C=CC[Si](OC)(OC)OC,wang11,1
3-Chloropropyltrimethoxysilane,348.15,1,CO[Si](CCCCl)(OC)OC,wang11,1
n-Propyltrimethoxysilane,298.15,1,CCC[Si](OC)(OC)OC,wang11,1
Hexamethyldisiloxane,270.15,1,C[Si](C)(C)O[Si](C)(C)C,wang11,1
Hexamethyldisilane,272.15,1,C[Si](C)(C)[Si](C)(C)C,wang11,1
Vinyldiethylmethylsilane,288.15,1,C=C[Si](C)(CC)CC,wang11,1
Isobutyltrimethoxysilane,315.15,1,CO[Si](CC(C)C)(OC)OC,wang11,1
Phenyldimethylchlorosilane,334.15,1,C[Si](C)(Cl)c1ccccc1,wang11,1
"(N,N-Dimethylamino)triethylsilane",299.15,1,CC[Si](CC)(CC)N(C)C,wang11,1
Vinyltriacetoxysilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,wang11,1
Ethyltriacetoxysilane,377.15,1,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,wang11,1
3-(Trimethylsilyl)cyclopentene,299.15,1,C[Si](C)(C)C1C=CCC1,wang11,1
Vinyltriethylsilane,298.15,1,C=C[Si](CC)(CC)CC,wang11,1
n-Octylsilane,309.15,1,CCCCCCCC[SiH3],wang11,1
Methylphenyldimethoxysilane,349.15,1,CO[Si](C)(OC)c1ccccc1,wang11,1
2-Cyanoethyltriethoxysilane,359.15,1,CCO[Si](CCC#N)(OCC)OCC,wang11,1
3-Glycidoxypropyltrimethoxysilane,383.15,1,CO[Si](CCCOCC1CO1)(OC)OC,wang11,1
 Di-t-butylmethylchlorosilane,342.15,1,CC(C)(C)[Si](C)(Cl)C(C)(C)C,wang11,1
Tri-n-propylchlorosilane,349.15,1,CCC[Si](Cl)(CCC)CCC,wang11,1
 (Diisopropylamino)trimethylsilane,301.15,1,CC(C)N(C(C)C)[Si](C)(C)C,wang11,1
1-Chlorononamethyltetrasiloxane,347.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,wang11,1
 Tristrimethylsiloxymethylsilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,wang11,1
Diphenylmethylsilane,393.15,1,[SiH3]C(c1ccccc1)c1ccccc1,wang11,1
Trimethyl[(1-methylethenyl)oxy]silane,272.15,1,C=C(C)O[Si](C)(C)C,wang11,1
"Dichloromethyl-3,3,3-trifluoropropylsilane",288.15,1,FC(F)(F)CC[SiH2]C(Cl)Cl,wang11,1
[2-(chloromethoxy)ethyl]trimethylsilane,319.15,1,C[Si](C)(C)CCOCCl,wang11,1
Triphenylsilane,416.35,1,c1ccc([SiH](c2ccccc2)c2ccccc2)cc1,wang11,1
Trichlorosilane,245.15,1,Cl[SiH](Cl)Cl,wang11,1
TRI-n-BUTYL BORATE,366.0,1,CCCCOB(OCCCC)OCCCC,dippr,0
HEXAMETHYLDISILAZANE,284.15,1,C[Si](C)(C)N[Si](C)(C)C,dippr,1
HEXAMETHYLDISILOXANE,271.15,1,C[Si](C)(C)O[Si](C)(C)C,dippr,1
HEXAMETHYLCYCLOTRISILOXANE,308.15,1,O1[Si](C)(C)O[Si](C)(C)O[Si]1(C)(C),dippr,1
DODECAMETHYLPENTASILOXANE,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr,1
METHYL VINYL DICHLOROSILANE,276.15,1,C=C[Si](C)(Cl)Cl,dippr,1
[3-(MERCAPTO)PROPYL]TRIETHOXYSILANE,360.93,1,[Si](OCC)(OCC)(OCC)CCCS,dippr,1
3-(TRIMETHOXYSILYL)-1-PROPANETHIOL,347.0,1,[Si](OC)(OC)(OC)CCCS,dippr,1
OCTAMETHYLCYCLOTETRASILOXANE,330.15,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr,1
CHROMIUM TRIOXIDE,444.15,1,[Cr](=O)(=O)(=O),dippr,0
OCTAMETHYLTRISILOXANE,308.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr,1
OCTADECAMETHYLOCTASILOXANE,417.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr,1
TETRAETHYL SILANE,305.15,1,CC[Si](CC)(CC)CC,dippr,1
