compound,flashpoint
"Phenol, 3-(ethylamino)-4-methyl-",139.7
"Benzenemethanol, alpha-(1-aminoethyl)-, (R-(R*,S*))- (9CI)",128.1
"2-methoxy-N,N-dimethylaniline",59.2
"Pyridine, 5-ethyl-2-hydroxyethyl-",110.7
"Tricyclo(3.3.1.1(sup 3,7))decan-1-amine",96
"1,1,1-trichloro-2-fluoroethane",6.2
"1,1,2-trichloro-2-fluoroethane",10.2
"Acetonitrile, (p-chlorophenyl)-",133
2-(chloromethyl)benzonitrile,106.2
4-(Chloromethyl)benzonitrile,120.2
2-(2-chlorophenyl)acetonitrile,107.7
"Benzonitrile, 2-chloro-6-methyl-",110.1
"Propanamide, 2-bromo- (9CI)",104
"7H-1,2,3-Triazolo(4,5-d)pyrimidin-7-one, 5-amino-1,4-dihydro- (9CI)",129.1
"Benzoxazole, 2-amino-5-fluoro-",124.9
1-[ethoxy(methyl)phosphoryl]oxyethane,75.6
"Phosphonic acid, ethyl-, ethyl methyl ester",80
"Benzoic acid, 2-hydroxy-3-methyl-",145.4
4-methoxybenzoic acid,115.46
"Benzoic acid, 2-hydroxy-, methyl ester",86.8
"Benzaldehyde, 4-hydroxy-3-methoxy-",117.6
"Acetic acid, phenoxy-",115.1
"m-Anisaldehyde, 2-hydroxy- (8CI)",94
2-(2-hydroxyphenyl)acetic acid,162.6
"p-Anisaldehyde, 3-hydroxy- (8CI)",119.9
2-hydroxy-5-methoxybenzaldehyde,108.1
methyl 3-hydroxybenzoate,126.7
"Ethanone, 1-(2,4-dihydroxyphenyl)-",161.1
4hydroxymethylbenzoicAcid222oC,222
Methylsalicylate119368,96
Xylitol,261.9
"Benzenamine, 4-methyl-2-nitro-",137
"Benzenamine, 2-methyl-4-nitro-",157.2
"Benzenamine, 4-methyl-3-nitro-",138.9
"Benzenamine, 2-methyl-6-nitro- (9CI)",136.1
5-Methyl-o-nitroaniline,142.8
"Benzenamine, 2-methyl-3-nitro- (9CI)",138.1
"Benzoic acid, 4-hydrazinyl-",181.9
"Benzenamine, 2-methyl-5-nitro-",153
"Aniline, N-methyl-p-nitro- (8CI)",129.5
"6H-Purine-6-thione, 1,7-dihydro- (9CI)",255.4
Acenaphthalene118oC,118
"Hydroperoxide, alpha,alpha-dimethylbenzyl-",56.1
"Ethanol, 2-(phenylmethoxy)-",110
"1,4-Benzenediol, 2,3,5-trimethyl-",191
"Benzaldehyde, dimethyl acetal",69
4-ethyl-2-methoxyphenol,107.7
"Indan, 1,2:5,6-diepoxyhexahydro-",118.3
"1,3-dimethoxy-5-methylbenzene",101.7
"1,2-dimethoxy-3-methylbenzene",67.6
"2,6-Dimethoxytoluene",96.7
1-(2-methoxyphenyl)ethanol,110.8
"1,2-dimethoxy-4-methylbenzene",85
"4-propan-2-ylbenzene-1,2-diol",129.2
"1-Propanol, 2-phenoxy-",104.4
2-propoxyphenol,97.2
"4(1H)-Pyrimidinone, 6-methyl-2-(1-methylethyl)-",93.2
"Toluene-2,5-diamine, 4-methoxy-",160.3
"1,3-Benzenediamine, 4-ethoxy- (9CI)",166.4
"4-ethoxybenzene-1,2-diamine",163.8
"Urea, 1-phenyl-2-thio-",115.1
"Methanesulfonic acid, butyl ester",102
tetramethyl silicate,28.9
TetramethoxySilane21oC,21
"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-",64.4
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)-",90.9
"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-",91.2
"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-, (1S,4S)-",64.4
"(1S,3R,5S)-2-methylidene-5-propan-2-ylbicyclo[3.1.0]hexan-3-ol",83.7
"6,6-Dimethyl-2-(hydroxymethyl)bicyclo[3.1.1]hept-2-ene",89.4
"Bicyclo(3.1.0)hexan-3-one, 4-methyl-1-(1-methylethyl)-, (1S,4R,5R)-",64.4
"Bicyclo(2.2.1)heptan-2-one, 1,3,3-trimethyl-",52.8
"3-Oxatricyclo(4.1.1.0(sup 2,4))octane, 2,7,7-trimethyl- (9CI)",65.6
"2H-Pyran, 3,6-dihydro-4-methyl-2-(2-methylpropenyl)- (7CI)",70.8
"4,7,7-trimethyl-6-oxabicyclo[3.2.1]oct-3-ene",63.2
"Cyclopentanone, 2-(3-methyl-2-buten-1-yl)-",80.5
"Bicyclo(2.2.1)heptan-2-one, 1,3,3-trimethyl-, (1S,4R)-",52.8
2-cyclopentylcyclopentan-1-one,90.3
"3,7-Dimethyl-trans-2,6-octadienal",101.7
"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-",81.1
"4,7,7-trimethylbicyclo[2.2.1]heptan-2-one",69.3
4-propan-2-ylcyclohexene-1-carbaldehyde,83.6
"2,6-Octadienal, 3,7-dimethyl-, (2E)-",101.7
"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-, (1theta)-",64.4
"1-Cyclohexene-1-methanol, 4-(1-methylethenyl)-",99.6
"Spiro(bicyclo(3.1.1)heptane-2,2'-oxirane), 6,6-dimethyl-",66
"(1R,4S,5S)-4,6,6-trimethylbicyclo[3.1.1]heptan-3-one",72.8
Camphor,65.85
1-ethylsulfanyl-4-methylbenzene,86
propan-2-ylsulfanylbenzene,83.2
Spiro(5.5)undecane,71.8
undec-5-yne,65.6
undec-4-yne,65.6
1undecyne,64.85
"Benzonitrile, 2-amino-5-chloro-",129.7
"Benzene, 1-chloro-4-(1-methylethenyl)-",73.889
[(E)-3-chloroprop-2-enyl]benzene,288.9
"2-chloro-1,1-diethoxyethane",29.4
ChloromethylDimethylEthoxySilane26oC,26
"2-Butenedioyl dichloride, (2E)-",73
methyl 2-bromoacetate,62.8
"Propanoic acid, 3-bromo-",98.7
2-bromopropanoic acid,76.3
1-bromo-2-ethoxyethane,21
"2,5-dichlorothiophene",59.4
"trans-1,2-Dichlorocyclohexane",66.1
"1,1-dichlorocyclohexane",66
"(1R,2S)-1,2-dichlorocyclohexane",66.1
TrimethylBromoSilane-3oC,-3
"Benzoic acid, 5-amino-2-hydroxy-",198.1
"Benzene, 1-methoxy-4-nitro-",134.6
"Phenol, 4-methyl-2-nitro-",108
"Anthranilic acid, 3-hydroxy- (8CI)",169.6
"Benzenemethanol, 2-nitro- (9CI)",131.1
"Benzenemethanol, 3-nitro-",146.2
"Benzenemethanol, 4-nitro-",148.1
"Phenol, 5-methyl-2-nitro-",109
3-Nitro-p-cresol,125.2
"Phenol, 3-methyl-4-nitro-",110
"Phenol, 3-methyl-2-nitro- (9CI)",107
"Phenol, 2-methyl-5-nitro-",134.2
3-Nitro-o-cresol,121.8
"Benzene, 1-methoxy-2-nitro-",142
"1,2-Benzenediamine, 4-nitro-",208.5
"Hydrazine, (4-nitrophenyl)-",161.8
"1,4-Benzenediamine, 2-nitro-",186.9
"1,2-Benzenediamine, 3-nitro- (9CI)",177.4
"1,3-Benzenediamine, 4-nitro-",214
"Acetamide, 2-fluoro-N-phenyl- (9CI)",145.1
naphthalene-1-carbonitrile,140.7
1-fluoro-3-isothiocyanatobenzene,85
1-fluoro-4-isothiocyanatobenzene,89.4
"2,5-dimethoxyaniline",130.102
"Benzyl alcohol, alpha-(aminomethyl)-m-hydroxy-",172
"2,4-Dimethoxyaniline hydrochloride",124.8
"Benzenemethanol, alpha-(aminomethyl)-4-hydroxy-",172
9-methyl-9-azabicyclo[3.3.1]nonan-3-one,95.9
decanenitrile,92
"Isocyanic acid, m-chlorophenyl ester",82
1-chloro-2-isocyanatobenzene,88
"2-chloro-1,3-benzoxazole",85
4chlorophenylisocyanate103121,110
iodoethene,6.2
"1,1,1-trifluoropentane-2,4-dione",26.1
DiethylPhosphate91oC,91
"Benzoic acid, 2,4-dihydroxy-",218.8
"Benzoic acid, 3,4-dihydroxy- (9CI)",216.3
"4,6-Dihydro-4-hydroxy-2H-furo(3,2-c)pyran-2-one",226.8
"Benzoic acid, 2,5-dihydroxy-",214
"Benzaldehyde, 2,3,4-trihydroxy-",150.6
"Benzaldehyde, 2,4,6-trihydroxy-",161
"Phenol, 2-amino-4-nitro-",176.4
"Phenol, 4-amino-2-nitro-",156.1
"N.C.I. C55970; Phenol, 2-amino-5-nitro- (8CI)(9CI)",173.9
2-Amino-3-nitrophenol,144.8
2-Nitro-6-aminophenol,123.3
"Phosphorodiamidic fluoride, tetramethyl-",48.7
"Aniline, p-fluoro-N-methyl-N-nitroso-",118.1
"Phenol, 2,6-dimethoxy-",99.9
"Benzenemethanol, 4-hydroxy-3-methoxy-",143.2
"Phenol, 3,5-dimethoxy- (8CI)(9CI)",78
furan-2-ylmethyl propanoate,81.7
"2-Butenoic acid, anhydride",110.6
"Propanedinitrile, (phenylmethylene)- (9CI)",138
"Cinchoninonitrile(6CI,7CI,8CI)",95.2
"2-Propenamide, N,N'-methylenebis-",215
"Phosphonothioic acid, ethyl-, O-ethyl ester",80.9
"1,3,5-Triazin-2-amine, 4-methoxy-N,6-dimethyl-",138.2
DiethylSulfate,103.85
"Acenaphthylene, 1,2-dihydro-",135
"1,2-dihydroAcenaphthalene120oC",120
Biphenyl,112.85
"2-Octynoic acid, methyl ester",88.9
"2-Propenoic acid, cyclohexyl ester",71.3
"2H-1-Benzopyran-2-one, octahydro-",109
"1,2,3,3a,4,5,6,6a-octahydropentalene-1-carboxylic acid",123.7
2-(butoxymethyl)furan,74.6
2-Nonynoic acid,132.8
Methyl2octynoate,87.85
"Phenol, 3-methyl-4-(methylthio)-",128.7
"(1)-3,7-Dimethyl-1,6-octadien-3-ol",84.9
"Cyclohexanone, 4-(1,1-dimethylethyl)-",96.1
"6-Octenal, 3,7-dimethyl-",75.6
"2,6-Octadien-1-ol, 3,7-dimethyl-, (2Z)-",99.5
"Bicyclo(2.2.1)heptan-2-ol, 1,7,7-trimethyl-, (1R,2R,4R)-rel-",74
"Bicyclo(2.2.1)heptan-2-ol, 1,7,7-trimethyl-, (1S,2R,4S)-",65
"Bicyclo(2.2.1)heptan-2-ol, 1,7,7-trimethyl-, (1R,2S,4R)-rel-",65.6
2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-3-ol,83.7
"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-",82
6-methyl-3-propan-2-ylcyclohex-2-en-1-ol,89.8
"Cyclohexanol, 2-methyl-5-(1-methylethenyl)-",91.7
"Cyclohexanecarboxaldehyde, 3,3,5-trimethyl-",63.8
"Ethanol, 2,2'-dithiobis-",149.3
2-Decyn-1-ol,58.4
2-cyclopentylcyclopentan-1-ol,101.9
"Bicyclo(3.1.1)heptan-2-ol, 2,6,6-trimethyl-, (1-alpha,2-alpha,5-alpha)",80.8
"(2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-one",72.8
"Cyclohexanone, 5-methyl-2-(1-methylethyl)-, (2R,5S)-rel-",69
"(1)-alpha,alpha,4-Trimethylcyclohex-3-ene-1-methanol",89.4
"2,6-Octadien-1-ol, 3,7-dimethyl-, (2E)-",76.667
p-Menth-8-en-1-ol(8CI),87.5
"7-Oxabicyclo(2.2.1)heptane, 1-methyl-4-(1-methylethyl)-",47.8
"2-Oxabicyclo(2.2.2)octane, 1,3,3-trimethyl-",49
"7-Octen-2-ol, 2-methyl-6-methylene-",84.8
"(3R)-3,7-dimethyloct-6-enal",75.6
"2,3-Butanediol, 1,4-dimercapto-, (R*,R*)- (+-)- (9CI)",174.2
"(2,6,6-trimethylcyclohex-2-en-1-yl)methanol",81.7
2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,89.4
Citronellal,74.85
(Z)-undec-2-ene,61.2
pentylcyclohexane,66.1
1undecene54oC,54
"Ethane, 1-chloro-1,1,2,2,2-pentafluoro-",70
Benzeneacetyl chloride,90
"Ethanone, 2-chloro-1-phenyl-",104.8
"Benzoyl chloride, 4-methyl-",82
"Benzoyl chloride, 2-methyl-",76
"Benzoyl chloride, 3-methyl-",76
"Ethanone, 1-(2-chlorophenyl)-",88
PhenacylChloride532274,118
3-chloropropylbenzene,87.2
"1-(chloromethyl)-2,4-dimethylbenzene",96
1-chloro-4-propan-2-ylbenzene,314
"2-chloro-1,3,5-trimethylbenzene",76.8
1-chloro-2-propan-2-ylbenzene,71
butanedioyl dichloride,76.7
1-bromo-4-fluorobutane,33.3
"Oxetane, 3,3-bis(chloromethyl)-",115.8
"1,2-dichlorohexane",56.6
"1,6-dichlorohexane",73.9
AllylMethylDichloroSilane27oC,27
"4-Pyridinecarboxylic acid, 1,2-dihydro-6-hydroxy-2-oxo-",180.9
"1,3-Benzenediol, 2-nitro-",111.4
4-Nitropyrocatechol,168.8
4-fluoro-1-methyl-2-nitrobenzene,98.9
L-Histidine,282
"Pyridine, 4-phenyl-",111.1
"Pyridine, 2-phenyl-",113.3
"Pyridine, 3-phenyl-",119.297
"3-Pyridinecarboxylic acid, 1,2,5,6-tetrahydro-1-methyl-, methyl ester",81.1
"1H-Pyrrolizine-7-methanol, 2,3,5,7a-tetrahydro-1-hydroxy-, (1R-trans)-",161.4
"4-Pentenamide, 2,2-diethyl-",116.2
"4-Piperidinone, 2,2,6,6-tetramethyl-",73.2
"Cyclohexanamine, N-butyl-",72.1
1-pentylpiperidine,78.3
"1,2,2,6,6-pentamethylpiperidine",50
"Cyclohexaneethanamine, N,alpha-dimethyl-, (+-)",59.1
"Benzamide, o-chloro- (8CI)",120.1
"Benzamide, p-chloro- (6CI,7CI,8CI)",129.3
"Formamide, N-(4-chlorophenyl)- (9CI)",144.2
4-Chlorobenzeneethanamine,106
"2-chloro-N,N-dimethylaniline",74.4
"Ethanamine, 2-chloro-N-(2-chloroethyl)-N-methyl-",20.5
"S-TRIAZINE-2,4,6-TRICARBONITRILE",141.4
"Benzenamine, 4-fluoro-3-nitro-",91
"Phosphorothioic acid, O,O,O-trimethyl ester",33.2
"Phosphorothioic acid, O,O,S-trimethyl ester",56
ethyl 2-oxocyclopentane-1-carboxylate,77
3-pyridin-3-ylpyridine,115.6
"Benzene, (methylsulfonyl)- (9CI)",171.4
ethyl thiophene-2-carboxylate,86.1
"1,8-dimethylnaphthalene",115.3
"1,4-dimethylnaphthalene",109.2
"1,5-dimethylnaphthalene",111.4
"1,2-dimethylnaphthalene",114
"1,7-dimethylnaphthalene",108.7
"Naphthalene, 1,3-dimethyl-",109.4
"Naphthalene, 2,3-dimethyl- (8CI)(9CI)",114
"2,7-dimethylnaphthalene",110.5
2-ethylnaphthalene,104.4
1-ethylnaphthalene,111.7
"Naphthalene, 1,6-dimethyl- (8CI)(9CI)",110.5
"2,6-dimethylnaphthalene",110.5
"2(3H)-Furanone, dihydro-5-pentyl-",98.8
"Hexanoic acid, 2-propenyl ester",74
3-cyclohexylpropanoic acid,131.5
"2-Propenoic acid, 2-methyl-, 2,2-dimethylpropyl ester",53.9
"2-Propenoic acid, hexyl ester",58.3
"Methacrylic acid, pentyl ester (8CI)",60.3
"Cyclohexanecarboxylic acid, ethyl ester",68.5
2-Nonenoic acid,168.3
"2-Propenoic acid, 2-ethylbutyl ester",55.7
cyclohexyl propanoate,67.8
"Urea, (1-methylcyclohexyl)-",100.5
"Urea, (1-ethylcyclopentyl)-",99.2
"2-Propenamide, N-(3-(dimethylamino)propyl)-",127.8
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1alpha,2beta,5alpha)-",93.333
"Cyclohexanol, 4-(1,1-dimethylethyl)-",105
"Heptane, 3-((ethenyloxy)methyl)- (9CI)",18.6
"6-Octen-1-ol, 3,7-dimethyl-",98.3
"Cyclohexanemethanol, alpha,alpha,4-trimethyl-",89.7
2-Decanone,71
3-Decanone,26.7
2-methyl-5-propan-2-ylcyclohexan-1-ol,86.7
8-methylnonanal,70.7
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1R-(1alpha,2beta,5alpha))-",93.333
1-methyl-4-propan-2-ylcyclohexan-1-ol,83.4
9decen1ol,118.85
Decanal,84.85
"Piperidine, 4-amino-2,2,6,6-tetramethyl-",72
CyclopentenyloxyTrimethylSilane38oC,38
N-Undecane,60
4-methyldecane,49.4
3-methyldecane,50.4
Undecane1120214,60
chloro(diethoxy)phosphane,1.1
"Benzoic acid, 2-chloro-",120.5
"Benzoic acid, 3-chloro-",123.9
"Benzaldehyde, 5-chloro-2-hydroxy-",92.2
"Formic acid, chloro-, phenyl ester (8CI)",79
"Benzoic acid, 4-chloro-",238
"Phenol, 4-chloro-3,5-dimethyl-",105.9
1-chloro-4-ethoxybenzene,83.7
2-chloroethoxybenzene,100.6
"Benzene, 1-(chloromethyl)-4-methoxy- (9CI)",109.4
p-Chlorophenethylic alcohol,101.1
1-chloro-3-ethoxybenzene,83.7
"3,4-Xylenol,2-chloro- (7CI,8CI)",95.7
1-chloro-2-ethoxybenzene,82.3
"Phenol, 2-chloro-4,5-dimethyl- (9CI)",97.1
Trimethoxychlorosilane22oC,22
PhenylMethylChloroSilane82oC,62
3-chloropropyl carbonochloridate,74.5
"ethyl 2,2-dichloroacetate",55.6
"p-Dioxane, 2,3-dichloro-, trans-",93.9
Bromobenzene108861,51
5-Fluoro-2-nitrophenol,91
"Phenol, 3-fluoro-4-nitro-",149.5
BischloromethylDimethylSilane46oC,46
DiethylDichloroSilane27oC,27
nPropylMethylDichloroSilane27oC,27
"2,4-Oxazolidinedione, 5-ethyl-3,5-dimethyl-",61.9
Benzenesulphonamide,144.6
"Quinoline, 2,6-dimethyl-",106.5
"2,4-dimethylquinoline",107.6
2-ethylquinoline,98.7
"2,3-dimethylquinoline",109.7
3-ethylquinoline,108
1-benzylpyrrole,103.2
"1-Naphthylamine, 2-methyl-",157.1
"3,4-dimethylquinoline",118.8
"6,8-dimethylquinoline",113.5
"5,8-dimethylquinoline",112.9
"Cyclohexanecarboxylic acid, 4-(aminomethyl)-, trans-",135.357
"2-Propenamide, N-(butoxymethyl)-",123.9
"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester",70.6
"Hexanamide, 2,3-epoxy-2-ethyl-",145.8
"Butanamide, N,N-diethyl-3-oxo-",94
"2-Pentanone, 5-(diethylamino)-",65
"N,N-diethyl-3-methylbutanamide",78.7
"Formamide, N,N-di-n-butyl-",100
"1-Butanamine, 3-methyl-N-(3-methylbutyl)-",46.6
"Octylamine, N,N-dimethyl- (8CI)",65
1decanamine,85.85
Decylamine2016571,99
Dipentylamine2050922,51
"1,3-Butadiene, 1,1,2-trichloro-",76
2-bromo-2-chloropropane,17.5
2-bromo-1-chloropropane,27.5
1-bromo-2-chloropropane,27.55
"Propane, 1-bromo-3-chloro-",38
"2-Pyridinecarboxylic acid, 6-chloro- (9CI)",149.263
1chloro2nitroBenzene127oC,127
1chloro3nitroBenzene127oC,127
1chloro4nitroBenzene127oC,127
4-chloro-2-methoxyaniline,108.9
"1,1-dichloro-1-nitropropane",45.9
3-bromopyridine,51.7
"Pyridine, 2-bromo-",54.4
"Benzoic acid, 2,6-difluoro-",93.5
"Styrene, alpha,beta,beta-trifluoro-",32.2
"Urea, N-(2,5-dioxo-4-imidazolidinyl)-",232
"1,4-Naphthalenedione",141
"1,2-Naphthalenedione",117.4
"ethyl 2,4-dioxopentanoate",85.755
"2-Propene-1,1-diol, diacetate",78.3
"Butanoic acid, 2-acetyl-3-oxo-, methyl ester (9CI)",82.4
"2-Butenedioic acid, 2-methyl-, dimethyl ester, (E)-",91.5
"1,3-Cyclopentanedicarboxylic acid",161.9
"Pipecolic acid, 1-nitroso-",190.1
Methyl 1-naphthyl ether,102.3
naphthalen-1-ylmethanol,154
Methyl 2-naphthyl ether,102.3
2-methylpropanoyl 2-methylpropanoate,59.4
"Butanoic acid, anhydride",82
"1,8-Naphthalenediamine",198.7
3-(1-methylpyrrol-2-yl)pyridine,124.8
"Butanoic acid, 3-oxo-, butyl ester",79.6
"ethyl 2,2-dimethyl-3-oxobutanoate",113.7
ethyl 2-ethyl-3-oxobutanoate,75.7
oxolan-2-ylmethyl propanoate,92
"Ethene, 1,1'-(oxybis(2,1-ethanediyloxy))bis-",62.2
3-methyl-1-phenylpyrazole,108
tert-butyl 3-oxobutanoate,66.5
"Naphthalene-1,4-diamine",211.5
"Hexanoic acid, 3-oxo-, ethyl ester",78.3
"1H-Pyrazole, 3-methyl-5-phenyl- (9CI)",156.2
2-methylquinolin-4-amine,178
"Hexanedial, 2-hydroxy-2,5-dimethyl- (9CI)",115
ethyl 4-methyl-3-oxopentanoate,44
"Oxirane, 2,2'-(oxybis(methylene))bis(2-methyl- (9CI)",70.1
propan-2-yl 4-oxopentanoate,84.4
"2,3-Naphthalenediamine",212.3
"1,5-Naphthalenediamine",220.2
"2-Propenoic acid, 2-methyl-, 2-ethoxyethyl ester",71.7
"Imidazole, 1-benzyl- (8CI)",141.3
ethyl 5-oxohexanoate,69.4
ButyricAnhydride,86.85
tertButylAcetoAcetate,59.85
ethyl piperazine-1-carboxylate,97.1
"1,2,3,3a,4,5-hexahydroacenaphthylene",108.3
cyclohexen-1-ylbenzene,103.3
"Benzene, 1,3-bis(1-methylethenyl)-",91.1
"Benzene, 3-cyclohexen-1-yl-",86.4
123trimethyl1Hindene87oC,87
"Butanoic acid, 3-methylbutyl ester",57.8
"Heptanoic acid, ethyl ester",66.1
"Butanoic acid, 3-methyl-, butyl ester",62.8
"Octanoic acid, methyl ester",73
Nonanoic acid,114.9
"Acetic acid, heptyl ester",68.6
"Formic acid, octyl ester",77.2
"Butanoic acid, pentyl ester",67.8
"Butanoic acid, 3-methyl-, 2-methylpropyl ester",50.5
"Pentanoic acid, butyl ester",64.7
ethyl 4-methylhexanoate,59.4
"Propionic acid, hexyl ester (6CI,7CI,8CI)",65
2-methyloctanoic acid,129.7
2-methylpropyl pentanoate,59.4
propyl hexanoate,51.7
"Isobutyricacid, isopentyl ester (6CI,7CI,8CI)",50.5
ButylIsovalerate109193,53
HeptylAcetate67oC,67
Isopentylbutyrate106274,59
"1-Butanamine, N-butyl-N-nitroso-",105.3
"(1)-3,7-Dimethyloctan-3-ol",76
"1-Octanol, 3,7-dimethyl-",95
"3-Octanol, 3,6-dimethyl-",95
"Butane, 1,1'-oxylbis(3-methyl-",43.1
"Pentane, 1,1'-oxybis-",57
3-ethyloctan-3-ol,81.1
5-methyl-2-propan-2-ylhexan-1-ol,79.9
Isodecyl alcohol,87.1
Decan-4-ol,82.2
1decanol112301,82
8methyl1nonanol104oC,104
decylalcohol,108
Dipentylether,56.85
"N,N,N',N'-tetraethylmethanediamine",42.3
"1-N,1-N-diethylpentane-1,4-diamine",68.3
TriisopropylSilane37oC,37
TrinPropylSilane43oC,43
"Benzoyl chloride, 2-fluoro-",82
3-fluorobenzoyl chloride,82.2
"Benzaldehyde, 2-chloro-6-fluoro-",101
4-chloro-2-methoxyphenol,100.4
"Benzene, 1-chloro-4-(methylthio)-",90
"Ethane, 1,1'-thiobis(2-chloro-",89.4
"Benzene, 1,4-difluoro-2-nitro-",90
"Benzene, 2,4-difluoro-1-nitro-",90
"1,3-difluoro-5-nitrobenzene",73.9
ChloromethylDimethylchlorosilane21oC,21
1-methylquinolin-2-one,106.8
"Quinoline, 4-methoxy-",89.7
8-methoxyquinoline,102.7
6-methoxyquinoline,102.7
2-methylquinolin-8-ol,139.4
Kipa-oxazolidinone,166.7
"1H-1,2,4-Triazole, 1-benzyl-",148.3
"Benzenemethanamine, N-methyl-N-2-propynyl-",83
"3H-Indole, 2,3,3-trimethyl-",82.8
"2,3,5-trimethyl-1H-indole",126.6
"1,2,3-trimethylindole",125.9
"Thiazole, 4,5-dihydro-2-(2-propenylthio)- (9CI)",95.9
NtrimethylsilylMorpholine27oC,27
"2-Propenal, 2,3,3-trichloro- (9CI)",71.1
NNdimethylaminoTriethylSilane26oC,26
"1-Butene, 2,3,4-trichloro-",91.7
"2-Butene, 1,2,4-trichloro-",105.5
"Isocyanic acid, p-phenylene ester (6CI,7CI,8CI)",92.4
1-methyl-4-(trifluoromethyl)benzene,27
"2H-1-Benzopyran-2-one, 6-methyl-",124.3
"1,3-Naphthalenediol",185.5
benzenesulfonyl fluoride,87.2
"1,4-Dihydroxynaphthalene",202.5
3-methylchromen-2-one,120.6
"2H-1-Benzopyran-2-one, 7-methyl-",125.9
"1,6-Dihydroxynaphthalene",193.5
Heptanedioic acid,181.9
2-butylpropanedioic acid,169.4
"1,2-Propanediol, diacetate",84.3
"Glutaric acid, dimethyl ester (8CI)",103.3
dimethyl 2-methylbutanedioate,83.3
"Glutaric acid, 3,3-dimethyl- (8CI)",149.7
"Propanedioic acid, diethyl ester",100
"3-Buten-2-one, 3-methyl-4-phenyl-",96.3
cyclobutyl(phenyl)methanone,102.5
"Ethanol, 2-butoxy-, acetate",76.1
3-methylbutyl 2-hydroxypropanoate,74
2butoxyethylacetate112072,71
naphthalene-2-thiol,134.2
naphthalene-1-thiol,134.2
"4,4-dimethyl-2,3-dihydro-1H-naphthalene",81.2
1-propan-2-yl-4-prop-1-en-2-ylbenzene,80.5
"2,7-dimethyl-1,2,3,4-tetrahydronaphthalene",98.4
"2-ethyl-1,2,3,4-tetrahydronaphthalene",92.8
"5-ethyl-1,2,3,4-tetrahydronaphthalene",98.4
"6,7-dimethyl-1,2,3,4-tetrahydronaphthalene",101.5
"1,5-dimethyl-1,2,3,4-tetrahydronaphthalene",99.1
"6-ethyl-1,2,3,4-tetrahydronaphthalene",103.2
CyclohexylBenzene99oC,99
"1,3-Propanediol, 2-butyl-2-ethyl-",137
Dibutoxymethane2568903,60
"N,N,N',N'-Tetramethyl-2,2'-oxybis(ethylamine)",46.2
"Decane, 1-fluoro-",106.1
"Ether, 2-(butylthio)ethyl vinyl",80.5
"Thiourea, N,N'-bis(1-methylethyl)-",74.9
ethenyl-diethoxy-methylsilane,17.8
Ethyl2trimethylsilylAcetate35oC,35
VinylMethylDiethoxySilane16oC,16
"tert-Nonyl mercaptan (7CI,8CI)",40
1nonanethiol78oC,78
BisTrimethylsilylMethane12oC,12
"Phosphorochloridothioic acid, O,O-dimethyl ester",93
"Benzene, 2,4-dichloro-1-methyl-",79.4
"Toluene, 3,4-dichloro- (8CI)",86
"Toluene, alpha,alpha-dichloro- (8CI)",88
"Benzene, 1-chloro-4-(chloromethyl)-",87.3
"1,3-dichloro-2-methylbenzene",82.8
1-chloro-2-(chloromethyl)benzene,82
1-chloro-3-(chloromethyl)benzene,98
"1,3-dichloro-5-methylbenzene",79.2
"1,2-dichloro-3-methylbenzene",83
"1,4-dichloro-2-methylbenzene",79.4
DichloromethylBenzene80oC,80
"o-Toluidine, alpha,alpha,alpha-trifluoro- (8CI)",66
"m-Toluidine, alpha,alpha,alpha-trifluoro-",85
"2(1H)-Quinolinone, 4-hydroxy-",137.5
"2-methylisoindole-1,3-dione",117.4
Methyl 4-cyanobenzoate,131.2
8-Hydroxyquinoline-N-oxide,139
4-phenoxybutanenitrile,121.5
"Acetamide, N-phenyl-N-vinyl-",112.9
"1,2-Dihydro-3,3-dimethyl-2-oxo-3H-indole",172.6
3-phenylpiperidine,115.488
1-phenylpiperidine,106.1
4-phenylpiperidine,112.97
"Ethanol, 2,2'-(butylimino)bis-",126.7
"Ethanol, 2-(2-(diethylamino)ethoxy)-",95.8
"Ethanol, 2,2'-(tert-butylimino)di- (6CI,7CI,8CI)",118
"2,2-diethoxy-N,N-dimethylethanamine",45
"4,4-diethoxybutan-1-amine",62.8
1-(2-hydroxybutylamino)butan-2-ol,111.6
"Carbamothioic acid, diethyl-, S-ethyl ester (9CI)",84.2
TrisdimethylaminoSilane25oC,25
"2-Propanone, 1,1,1-trichloro-",64
"1,1,3-trichloropropan-2-one",79
2-(trichloromethyl)oxirane,64.3
"Propionaldehyde, 2,2,3-trichloro-",57.5
"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-",30
HexamethylDisilazane8oC,8
